0,0.
1,2.5665335589396503
2,4.831957457094512
3,6.81411457577955
4,8.530847796309725
5,10.
6,11.239414068165337
7,12.266932882120697
8,13.10039932318105
9,13.75765627266135
10,14.256546611876558
11,14.614913222141647
12,14.850598984771574
13,14.981446781081296
14,15.025299492385784
15,15.
16,14.923391185238899
17,14.813246313753925
18,14.683161711385058
19,14.540259447264518
20,14.391104665216332
21,14.242262509064538
22,14.100298122633145
23,13.971776649746191
24,13.863263234227698
25,13.781323019901699
26,13.732521150592216
27,13.723422770123278
28,13.760593022318913
29,13.850597051003142
30,14.
31,14.212453468697127
32,14.479954878736606
33,14.791588107324152
34,15.13643703166546
35,15.503585528966244
36,15.882117476432203
37,16.261116751269036
38,16.62966723068246
39,16.97685279187817
40,17.29175731206188
41,17.563464668439288
42,17.781058738216096
43,17.933623398598016
44,18.01024252679075
45,18.
46,17.89197969543147
47,17.67526549029087
48,17.338941261783898
49,16.872090887116265
50,16.26379824349367
51,15.503147208121824
52,14.579221658206428
53,13.481105470953183
54,12.197882523567799
55,10.718636693255979
56,9.03245185722343
57,7.12841189267585
58,4.99560067681895
59,2.623102086858432
60,0.
